CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
0.0,0.18,0.06781524926686218,0.0,0.3091286307053943,0.5775052692086607,0.6416065911431514,0.26920313906646415,0.0,0.20801526717557245,0.2872340425531916,1.0000000000000002,0.08967991169977926,0.4222222222222222
0.0002359225391784276,0.0,0.2423020527859238,0.0,0.1659751037344397,0.5479977007089482,0.7826982492276005,0.3489619801944185,0.043478260869565216,0.10496183206106868,0.5531914893617023,1.0000000000000002,0.2044701986754967,0.36888888888888893
0.00023569774400055392,0.0,0.2423020527859238,0.0,0.1659751037344397,0.6943858976815481,0.5993820803295572,0.3489619801944185,0.043478260869565216,0.10496183206106868,0.5531914893617023,0.9896779102206442,0.06346578366445917,0.66
0.00029279571918046875,0.0,0.06304985337243403,0.0,0.1431535269709543,0.6585552787890402,0.44181256436663235,0.44854458983895457,0.08695652173913043,0.06679389312977096,0.6489361702127658,0.9942429622115142,0.03338852097130243,0.6311111111111111
0.000264471526768385,0.0,0.06304985337243403,0.0,0.1431535269709543,0.5497221689978923,0.5746652935118435,0.44854458983895457,0.08695652173913043,0.06679389312977096,0.6489361702127658,0.992949530814101,0.09602649006622516,0.5266666666666666
0.0015536718718739421,0.125,0.27162756598240473,0.0,0.2800829875518672,0.5002874113814907,0.9598352214212151,0.43838718184215547,0.17391304347826086,0.2366412213740458,0.2765957446808509,1.0000000000000002,0.4806843267108167,0.4911111111111112
0.0023032513924937294,0.125,0.27162756598240473,0.0,0.2800829875518672,0.3966277064571758,1.0,0.4503541907264775,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.9739538422520924,0.7781456953642383,0.2555555555555556
0.002456674101392516,0.125,0.27162756598240473,0.0,0.2800829875518672,0.5395669668518873,0.94129763130793,0.4744155171002738,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.9888917068222166,0.5165562913907285,0.22222222222222227
0.0012492992010329788,0.125,0.27162756598240473,0.0,0.2800829875518672,0.469055374592834,0.82389289392379,0.4635033509443571,0.17391304347826086,0.2366412213740458,0.2765957446808509,1.0000000000000002,0.31843267108167767,0.3088888888888889
0.0009830293128416045,0.125,0.27162756598240473,0.0,0.2800829875518672,0.4460624640735774,0.3717816683831102,0.3929561967463558,0.17391304347826086,0.2366412213740458,0.2765957446808509,0.9837687040324626,0.38576158940397354,0.3711111111111111
0.007007315284678365,0.0,0.28152492668621704,0.0,0.3091286307053943,0.4575589193332056,0.6065911431513903,0.325355327410452,0.13043478260869565,0.22900763358778625,0.8936170212765959,1.0000000000000002,0.1801876379690949,0.3422222222222222
0.006980677056100335,0.0,0.28152492668621704,0.0,0.3091286307053943,0.4355240467522513,0.5520082389289392,0.3063590648273604,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.9967537408064925,0.1859823399558499,0.3311111111111111
0.011774883814612317,0.0,0.28152492668621704,0.0,0.3091286307053943,0.45487641310595894,0.2718846549948507,0.3063590648273604,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.9745117930509766,0.13383002207505518,0.4022222222222223
0.008743183648218926,0.0,0.28152492668621704,0.0,0.3091286307053943,0.46541483042728504,0.811534500514933,0.2844710782129509,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.9742581790514837,0.35706401766004414,0.2777777777777778
0.008951231585341017,0.0,0.28152492668621704,0.0,0.3091286307053943,0.3630963786165934,0.34706488156539655,0.24251379934345135,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.7263251331473498,0.2748344370860927,0.3377777777777778
0.008086781728827779,0.0,0.28152492668621704,0.0,0.3091286307053943,0.41502203487258094,0.685890834191555,0.24251379934345135,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.9849099670301801,0.26352097130242824,0.29333333333333333
0.013998782509316635,0.0,0.28152492668621704,0.0,0.3091286307053943,0.384939643609887,0.98043254376931,0.24264110794860366,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.9484402739031195,0.5322847682119205,0.19111111111111112
0.009505688891566449,0.0,0.28152492668621704,0.0,0.3091286307053943,0.46062464073577314,0.8887744593202884,0.2621375114805081,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.9889170682221659,0.33388520971302427,0.3244444444444445
0.01378163036749066,0.0,0.28152492668621704,0.0,0.3091286307053943,0.4945391837516767,0.9145211122554068,0.25891842246451274,0.13043478260869565,0.22900763358778625,0.8936170212765959,1.0000000000000002,0.46881898454746135,0.22666666666666668
0.011038679607076014,0.0,0.28152492668621704,0.0,0.3091286307053943,0.43150028741138147,1.0,0.26967599959988725,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.9940147096119706,0.5008278145695364,0.21111111111111114
0.00836170623136729,0.0,0.28152492668621704,0.0,0.3091286307053943,0.4527687296416939,0.9392378990731204,0.2973565277487292,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.9934821202130358,0.40204194260485654,0.23555555555555557
0.009376431664289083,0.0,0.28152492668621704,0.0,0.3091286307053943,0.3904962636520407,0.8527291452111225,0.30235793723685767,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.7629216332741569,0.4078366445916115,0.19777777777777783
0.007481071122047147,0.0,0.28152492668621704,0.0,0.3091286307053943,0.43150028741138147,0.9001029866117405,0.32303649210231977,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.9492264773015471,0.3609271523178808,0.25777777777777783
0.010671589081608293,0.0,0.28152492668621704,0.0,0.3091286307053943,0.4763364629239316,0.8846549948506693,0.30224881557529854,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.7704286076591428,0.429083885209713,0.2177777777777778
0.008617185951020727,0.0,0.28152492668621704,0.0,0.3091286307053943,0.562176662195823,0.9423274974253347,0.3023670307086542,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.9772761856454477,0.30546357615894043,0.29777777777777775
0.011196261026765464,0.0,0.28152492668621704,0.0,0.3091286307053943,0.5964744203870475,0.8692070030895983,0.282752412043394,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.957722546284555,0.2828366445916115,0.35555555555555557
0.012638996478358745,0.0,0.28152492668621704,0.0,0.3091286307053943,0.4123395286453343,0.9392378990731204,0.2822068037355982,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.9068475779863049,0.5758830022075054,0.1711111111111111
0.015155690892243532,0.0,0.28152492668621704,0.0,0.3091286307053943,0.4811266526154435,1.0,0.2769325900935718,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.948846056302308,0.31208609271523174,0.21111111111111114
0.015529637670636401,0.0,0.28152492668621704,0.0,0.3091286307053943,0.45775052692086604,0.8146240988671473,0.260109667269867,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.5833121988333756,0.7168874172185431,0.18222222222222223
0.012874019836825677,0.0,0.28152492668621704,0.0,0.3091286307053943,0.4100402375934086,0.9485066941297631,0.24166810646636777,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.903296981993406,0.4586092715231788,0.18
0.018056672662703374,0.0,0.28152492668621704,0.0,0.3091286307053943,0.48572523471929496,0.9680741503604532,0.2391764951941001,0.13043478260869565,0.22900763358778625,0.8936170212765959,0.6231549581536902,0.5135209713024282,0.18888888888888888
0.0008297190015317544,0.0,0.20161290322580644,0.0,0.22821576763485474,0.43858976815481887,0.39752832131822863,0.25503551000736574,0.17391304347826086,0.17557251908396948,0.7021276595744679,1.0000000000000002,0.19426048565121412,0.35555555555555557
0.0018964845181313047,0.0,0.20161290322580644,0.0,0.22821576763485474,0.4608162483234336,0.28115345005149334,0.24713328301612275,0.17391304347826086,0.17557251908396948,0.7021276595744679,0.9911995942176008,0.2317880794701987,0.43777777777777777
0.00023951926202440645,0.75,0.09127565982404694,0.0,0.08091286307053935,0.5813374209618701,0.1946446961894954,0.38842764779165034,0.08695652173913043,0.12404580152671751,0.6063829787234043,0.996779102206442,0.07146799116997793,0.5733333333333334
0.00030650822503076327,0.75,0.09127565982404694,0.0,0.08091286307053935,0.6635370760682123,0.13285272914521115,0.38842764779165034,0.08695652173913043,0.12404580152671751,0.6063829787234043,0.9967537408064925,0.006898454746136866,0.6644444444444444
0.0013613595972030085,0.0,0.23643695014662755,0.0,0.12240663900414939,0.6148687488024526,0.0,0.41750857059716834,0.08695652173913043,0.08778625954198471,0.5638297872340423,0.9708597514582806,0.0858167770419426,0.48000000000000004
0.0015193906072482057,0.0,0.23643695014662755,0.0,0.12240663900414939,0.4997125886185093,0.03810504634397528,0.41750857059716834,0.08695652173913043,0.08778625954198471,0.5638297872340423,0.9656860258686281,0.11258278145695363,0.4511111111111112
0.0013079707424580092,0.0,0.23643695014662755,0.0,0.12240663900414939,0.48055182985246214,0.3820803295571576,0.41750857059716834,0.08695652173913043,0.08778625954198471,0.5638297872340423,0.9809535886380929,0.21578366445916114,0.36
